,Unnamed: 0.1,Unnamed: 0,repository,topic,open_issues_count,open_issues,pushed_at,updated_at,created_at,fork_count,stargazer_count,description,fork,language
24768,242331,242375,microsoft/Dynamics365-Xpp-Samples-Tools,[],2.0,2.0,2022-01-05T22:46:29Z,2022-05-29T05:57:22Z,2020-04-16T19:58:39Z,47.0,52.0,Samples and Tools for Dynamics 365 X++ Developers,False,PowerShell
24769,242356,242400,googlecodelabs/maps-platform-101-js,[],19.0,19.0,2022-06-01T21:33:57Z,2022-04-30T02:07:30Z,2020-04-21T23:15:17Z,75.0,28.0,,False,JavaScript
24770,242361,242405,microsoft/BingCoronavirusQuerySet,[],0.0,0.0,2021-08-08T20:41:34Z,2022-03-22T00:18:45Z,2020-04-17T21:32:11Z,17.0,78.0,Dataset containing Aggregated and anonymized queries from across the world with Coronavirus intent.,False,
24771,242368,242412,microsoft/commercial-marketplace-client-dotnet,[],3.0,3.0,2021-03-31T14:56:09Z,2022-04-07T06:04:13Z,2020-04-16T22:05:55Z,10.0,13.0,The Microsoft Commercial Marketplace SaaS .NET client enables publishers to build solutions interacting with Fulfillment and Metering APIs with .NET. ,False,C#
24772,242373,242417,microsoft/Cloud-Native-In-a-Day,[],42.0,42.0,2022-06-03T04:31:18Z,2022-03-02T07:57:57Z,2020-04-14T07:14:32Z,49.0,60.0,Cloud Native In a Day workshop content,False,CSS
24773,242378,242422,Azure/static-web-apps-deploy,[],2.0,2.0,2022-05-05T23:55:33Z,2022-06-03T08:25:08Z,2020-04-15T19:16:51Z,37.0,69.0,Enable GitHub developers to deploy to Azure Static Web Apps using GitHub Actions,False,Dockerfile
24774,242383,242427,OfficeDev/microsoft-teams-apps-requestateam,"['azure', 'logicapps', 'microsoft', 'microsoftteams', 'powerapps', 'powerautomate']",110.0,110.0,2022-02-14T16:40:41Z,2022-06-04T07:21:30Z,2020-04-20T17:58:04Z,59.0,186.0,Power Platform based solution that allows users to request teams and automates team creation.,False,PowerShell
24775,242388,242432,Kotlin/kotlinx-nodejs,"['kotlin', 'kotlin-externals', 'kotlin-js', 'nodejs']",11.0,11.0,2022-05-24T17:45:13Z,2022-05-29T04:18:12Z,2020-04-10T12:58:28Z,18.0,180.0,Kotlin external declarations for using the Node.js API from Kotlin code targeting JavaScript,False,Kotlin
24776,242389,242433,microsoft/AuthJanitor,"['application-lifecycle-management', 'application-secret', 'application-security', 'azure', 'azure-functions', 'blazor', 'key-vault', 'secrets', 'secrets-management', 'security']",11.0,11.0,2021-01-03T02:41:35Z,2022-01-06T17:35:56Z,2020-04-20T21:22:59Z,14.0,39.0,"Manage the lifecycle of application tokens, keys, and secrets in Azure",False,C#
24777,242390,242434,microsoft/.NET-Modernization-In-a-Day,[],16.0,16.0,2022-02-19T13:27:59Z,2022-05-19T13:21:26Z,2020-04-14T07:12:21Z,42.0,42.0,.NET Modernization In a Day workshop content,False,JavaScript
24778,242393,242437,microsoft/Commercial-Marketplace-SaaS-Manual-On-Boarding,[],3.0,3.0,2021-11-16T16:28:03Z,2022-05-10T02:43:51Z,2020-04-13T18:03:02Z,33.0,46.0,Contoso Sample,False,JavaScript
24779,242406,242451,microsoft/USBroadbandUsagePercentages,[],6.0,6.0,2022-01-28T22:11:09Z,2022-05-24T20:10:22Z,2020-04-16T02:40:42Z,23.0,96.0,We are publishing this dataset we developed as part of our efforts with Microsoft’s Airband Initiative to help close the rural broadband gap.,False,
24780,242410,242455,microsoft/fluentui-token-pipeline,"['design-system', 'design-tokens', 'fluent', 'fluent-ui', 'fluentui', 'json', 'microsoft', 'tokens']",4.0,4.0,2022-05-19T20:47:56Z,2022-06-04T17:45:23Z,2020-04-20T20:53:50Z,11.0,21.0,The Fluent UI token pipeline generates source code for Fluent UI libraries.,False,TypeScript
