,Unnamed: 0.1,Unnamed: 0,repository,topic,open_issues_count,open_issues,pushed_at,updated_at,created_at,fork_count,stargazer_count,description,fork,language
21156,190192,190227,edimuj/cordova-plugin-audioinput,"['audio', 'audioinput', 'audionode', 'capture', 'cordova', 'cordova-android-plugin', 'cordova-ios-plugin', 'cordova-plugin', 'device-microphone', 'forwarding-audio', 'microphone', 'microphone-audio-recorder', 'microphone-capture', 'webaudio']",31.0,31.0,2022-05-10T16:32:03Z,2022-05-27T18:42:08Z,2016-01-15T15:15:02Z,82.0,152.0,"This iOS/Android Cordova/PhoneGap plugin enables audio capture from the device microphone, by in near real-time forwarding audio to the web layer of your application. A typical usage scenario for this plugin would be to use the captured audio as source for a web audio node chain, where it then can be analyzed, manipulated and/or played.",False,JavaScript
21157,190219,190254,bitgapp/Faceply,[],2.0,2.0,2021-05-26T22:58:17Z,2021-08-20T08:03:26Z,2017-08-26T10:57:46Z,10.0,25.0,🤖 - Auto Responder for Facebook Personal Messages (RIP),False,JavaScript
21158,190225,190260,travis-ci/dpl,[],54.0,54.0,2022-05-27T17:31:29Z,2022-05-30T08:28:11Z,2013-05-27T10:26:39Z,388.0,1250.0,Dpl (dee-pee-ell) is a deploy tool made for continuous deployment.,False,Ruby
21159,190234,190269,junian/termission,"['cross-platform', 'interpreter', 'packet', 'serial', 'tcp-terminal', 'xamarin']",0.0,0.0,2020-05-09T03:08:25Z,2022-05-24T09:24:59Z,2018-01-28T21:47:56Z,10.0,40.0,Cross-platform Serial (COM Port) / TCP Terminal with Scriptable Auto-Response,False,C#
21160,190240,190275,rinde/RinSim,"['agents', 'java', 'logistics', 'logistics-simulator', 'operational-research', 'optimization', 'rinsim', 'simulator']",12.0,12.0,2022-05-20T20:47:31Z,2022-01-18T23:27:56Z,2012-02-17T08:54:44Z,52.0,99.0,"RinSim is a logistics simulator written in Java. RinSim supports (de)centralized algorithms for dynamic pickup-and-delivery problems (PDP). The simulator is developed at the imec-DistriNet group at the dept. of Computer Science, KU Leuven, Belgium. ",False,Java
21161,190252,190287,Siderus/Orion,"['client', 'decentralized', 'desktop', 'desktop-client', 'file-sharing', 'ipfs', 'p2p', 'storage']",5.0,5.0,2019-03-08T10:58:00Z,2022-05-11T19:31:05Z,2017-01-29T17:34:03Z,16.0,118.0,"[Moved to Gitlab] Easy to Use, Inter Planetary File System (IPFS) desktop client",False,
21162,190258,190293,mwaqasbhati/WBCollectionViewLayout,"['collectionview', 'collectionviewflowlayout', 'collectionviewlayout', 'swift', 'swift-library']",1.0,1.0,2018-04-02T13:26:48Z,2022-02-03T10:36:18Z,2018-03-29T17:31:13Z,10.0,107.0,Library used to provide different type of custom Layouts within 30 second of time,False,Swift
21163,190266,190301,stefanbauer/pingping,"['laravel', 'monitoring', 'opensource', 'saas', 'tailwindcss', 'vuejs']",1.0,1.0,2018-04-07T18:19:49Z,2022-04-27T10:59:20Z,2018-01-08T19:10:53Z,15.0,97.0,"Building a real world SaaS with Laravel, TailwindCSS and VueJS",False,HTML
21164,190267,190302,wttech/bobcat,"['appium', 'automation', 'bdd', 'cucumber', 'gherkin', 'junit', 'qa', 'quality-assurance', 'regression-tests', 'selenium', 'webdriver']",54.0,54.0,2021-11-23T14:18:57Z,2022-02-20T16:24:05Z,2016-06-30T10:54:10Z,42.0,91.0,Bobcat is an automated testing framework for functional testing of web applications.,False,Java
21165,190272,190307,grunwaldlab/poppr,"['clonality', 'genetic-analysis', 'genetic-distances', 'minimum-spanning-networks', 'multilocus-genotypes', 'multilocus-lineages', 'population-genetics', 'populations', 'r']",17.0,17.0,2021-09-08T00:05:00Z,2022-04-20T10:20:15Z,2013-02-19T19:18:38Z,24.0,55.0,🌶 An R package for genetic analysis of populations with mixed (clonal/sexual) reproduction,False,R
