,Unnamed: 0.1,Unnamed: 0,repository,topic,open_issues_count,open_issues,pushed_at,updated_at,created_at,fork_count,stargazer_count,description,fork,language
14964,112501,112521,YOURLS/charts,"['chart', 'charts', 'helm', 'helm-charts', 'k8s', 'kubernetes', 'yourls']",2.0,2.0,2022-06-03T18:23:53Z,2022-05-28T15:14:45Z,2019-03-04T20:47:16Z,13.0,12.0,☸️ Helm Charts for YOURLS,False,Mustache
14965,112508,112528,scotchndev/ndev-extended,[],28.0,28.0,2022-06-01T20:00:10Z,2022-01-06T17:24:23Z,2021-07-14T19:18:25Z,24.0,0.0,this is some old ass code to be so full of bugs and license problems,False,Lua
14966,112522,112542,knative-sandbox/eventing-awssqs,[],0.0,0.0,2022-04-18T13:29:15Z,2022-02-16T19:04:08Z,2020-09-10T18:46:38Z,20.0,4.0,AWS SQS integration with Knative Eventing.,False,Go
14967,112537,112557,wadpac/GGIR,[],16.0,16.0,2022-06-03T16:07:20Z,2022-05-24T08:01:43Z,2017-04-13T13:20:23Z,39.0,51.0,Code corresponding to R package GGIR,False,R
14968,112538,112558,pytorch/test-infra,[],36.0,36.0,2022-06-04T05:34:29Z,2022-04-29T15:53:43Z,2021-03-30T21:17:15Z,12.0,15.0,"This repository hosts code that supports the testing infrastructure for the main PyTorch repo. For example, this repo hosts the logic to track disabled tests and slow tests, as well as our continuation integration jobs HUD/dashboard.",False,TypeScript
14969,112546,112566,vmware-tanzu/sources-for-knative,"['bindings', 'cloudevents', 'events', 'knative', 'kubernetes', 'tanzu', 'vmware']",11.0,11.0,2022-05-27T06:47:30Z,2022-06-01T15:11:49Z,2020-04-02T19:17:50Z,19.0,24.0,VMware-related event sources for Knative.,False,Go
14970,112581,112601,tc39/proposal-array-grouping,[],7.0,7.0,2022-05-21T22:20:36Z,2022-06-04T14:19:59Z,2021-07-15T04:04:48Z,14.0,310.0,A proposal to make grouping of array items easier,False,HTML
14971,112585,112605,helix-editor/helix,"['rust', 'text-editor', 'vim']",518.0,518.0,2022-06-04T18:22:12Z,2022-06-04T17:42:14Z,2020-06-01T04:26:56Z,568.0,9557.0,A post-modern modal text editor.,False,Rust
14972,112586,112606,Makepad-fr/fbjs,"['automation', 'data-mining', 'facebook', 'facebook-groups', 'npm-module', 'puppeteer', 'scraper', 'social-media', 'social-media-mining', 'text-mining', 'typescript', 'typescript-library']",18.0,18.0,2022-03-26T12:33:19Z,2022-03-04T18:02:59Z,2020-04-13T16:59:00Z,21.0,47.0,Tooling that automates your Facebook interactions.,False,TypeScript
14973,112590,112610,FCCColumbus/fcc-columbus,[],14.0,14.0,2022-02-09T23:17:11Z,2021-07-27T14:23:29Z,2016-10-25T20:50:39Z,14.0,25.0,FreeCodeCamp Columbus,False,JavaScript
