,Unnamed: 0.1,Unnamed: 0,repository,topic,open_issues_count,open_issues,pushed_at,updated_at,created_at,fork_count,stargazer_count,description,fork,language
4644,21751,21754,FluentValidation/FluentValidation,[],4.0,4.0,2022-06-03T19:54:32Z,2022-06-04T13:30:05Z,2009-12-20T19:17:03Z,1052.0,7273.0,A popular .NET validation library for building strongly-typed validation rules.,False,C#
4645,21753,21756,WorkWithCraze/DLib,['hacktoberfest'],6.0,6.0,2021-08-23T17:14:24Z,2021-11-24T16:31:38Z,2021-04-15T18:29:45Z,19.0,10.0,A Library to explore DNA,False,Jupyter Notebook
4646,21754,21757,moaijs/moai,"['components-library', 'react']",22.0,22.0,2022-05-25T09:55:02Z,2022-06-01T02:21:55Z,2020-05-09T08:35:19Z,22.0,119.0,"A React component library, where buttons look like buttons🗿",False,TypeScript
4647,21756,21759,vmware/ansible-security-hardening,[],2.0,2.0,2022-04-20T05:01:45Z,2022-05-24T18:20:22Z,2019-11-07T19:45:55Z,16.0,38.0,ansible playbooks for linux distro security hardening,False,
4648,21774,21777,barimehdi77/42-piscine-exam,"['1337', '42', '42-c-piscine', '42-piscine', '42-silicon-valley', '42born2code', 'exams', 'exercise', 'piscine-c', 'pool']",0.0,0.0,2021-11-24T18:57:04Z,2022-06-03T02:52:21Z,2019-08-19T22:15:36Z,53.0,160.0,"This repo has all exercises of ""C Exam Alone In The Dark - Beginner"" sorted from level_00 to Level_05",False,C
4649,21780,21783,cinar/indicator,"['algorithmic-trading', 'bollinger-bands', 'finance', 'financial-instruments', 'indicator', 'indicators', 'macd', 'quant', 'quantative-finance', 'quantative-trading', 'quantitative-finance', 'stock-analysis', 'stock-market', 'technical-analysis', 'technical-analysis-indicators', 'technical-analysis-library', 'trading', 'trading-algorithms', 'trading-strategies', 'yahoo-finance']",13.0,13.0,2022-06-04T17:49:32Z,2022-06-04T17:13:24Z,2021-06-11T17:13:04Z,23.0,92.0,Indicator is a Golang module providing various stock technical analysis indicators for trading.,False,Go
4650,21785,21788,soxoj/maigret,"['detective', 'dossier', 'identification', 'investigation', 'namechecker', 'nickname', 'osint', 'page-parsing', 'parsing', 'profiles', 'python', 'python3', 'recursive-search', 'sherlock', 'social-network', 'socmint', 'username', 'username-checker', 'username-search']",40.0,40.0,2022-06-01T08:38:11Z,2022-06-04T12:41:37Z,2020-06-27T14:16:42Z,185.0,1289.0,🕵️‍♂️ Collect a dossier on a person by username from thousands of sites,False,Python
4651,21789,21792,akanz1/klib,"['data-analysis', 'data-cleaning', 'data-preprocessing', 'data-science', 'data-visualization', 'feature-selection', 'klib', 'python']",2.0,2.0,2022-05-02T16:34:53Z,2022-05-27T03:25:51Z,2020-03-25T11:56:48Z,39.0,294.0,Easy to use Python library of customized functions for cleaning and analyzing data.,False,Python
4652,21790,21793,smokeme/payloadGenerator,[],1.0,1.0,2021-06-12T20:10:09Z,2022-05-10T12:35:02Z,2021-06-12T13:44:01Z,27.0,215.0,Generate obfuscated meterpreter shells,False,Python
4653,21799,21802,enzymefinance/enzyme-subgraph,"['blockchain', 'defi', 'enzyme', 'ethereum', 'graphprotocol', 'protocol', 'thegraph']",3.0,3.0,2022-02-10T07:38:57Z,2022-05-24T20:00:55Z,2020-08-18T09:29:02Z,13.0,19.0,The official subgraph the Enzyme protocol.,False,TypeScript
