,Unnamed: 0.1,Unnamed: 0,repository,topic,open_issues_count,open_issues,pushed_at,updated_at,created_at,fork_count,stargazer_count,description,fork,language
11352,75832,75845,fifabsas/talleresfifabsas,[],0.0,0.0,2021-08-30T02:05:27Z,2022-06-03T14:31:43Z,2015-04-27T03:40:48Z,25.0,22.0,Repositorio de los talleres de FIFA Bs As,False,Jupyter Notebook
11353,75842,75855,Netflix/lemur,"['aws', 'python', 'security', 'ssl', 'ssl-certificates', 'tls']",119.0,119.0,2022-06-03T22:33:05Z,2022-06-04T03:34:44Z,2015-06-16T16:36:07Z,305.0,1570.0,Repository for the Lemur Certificate Manager,False,Python
11354,75873,75886,apache/couchdb,"['big-data', 'cloud', 'content', 'couchdb', 'database', 'erlang', 'http', 'javascript', 'network-client', 'network-server']",270.0,270.0,2022-06-03T18:29:21Z,2022-06-04T02:07:28Z,2009-05-21T02:03:38Z,1012.0,5330.0,"Seamless multi-master syncing database with an intuitive HTTP/JSON API, designed for reliability",False,Erlang
11355,75874,75887,byCedric/use-expo,"['expo', 'hooks', 'react-native']",33.0,33.0,2022-06-02T01:06:41Z,2022-05-24T19:20:10Z,2019-06-08T09:26:56Z,14.0,286.0,Complementary hooks for Expo,False,TypeScript
11356,75880,75893,restyled-io/restylers,[],14.0,14.0,2022-05-30T23:58:13Z,2022-04-16T10:56:23Z,2017-10-19T13:57:56Z,26.0,21.0,Language-specific restylers,False,Dockerfile
11357,75883,75896,mike-north/ember-api-actions,[],36.0,36.0,2022-05-16T03:17:07Z,2022-02-08T21:28:11Z,2015-07-06T00:52:50Z,43.0,333.0,Trigger API actions in ember.js apps,False,TypeScript
11358,75884,75897,duecredit/duecredit,[],53.0,53.0,2022-03-30T16:37:25Z,2022-06-01T10:16:15Z,2015-04-15T14:56:22Z,21.0,208.0,Automated collection and reporting of citations for used software/methods/datasets,False,Python
11359,75888,75901,ESMCI/cime,[],244.0,244.0,2022-06-03T22:25:35Z,2022-05-27T01:22:16Z,2015-03-03T15:33:00Z,167.0,125.0,Common Infrastructure for Modeling the Earth,False,Python
11360,75903,75916,TwilioDevEd/verify-v2-quickstart-php,['twilio-verify'],12.0,12.0,2022-06-02T16:13:32Z,2021-11-11T05:22:12Z,2019-05-21T18:27:38Z,11.0,8.0,,False,PHP
11361,75939,75952,cyyeh/ml-engineering-ndegree,[],20.0,20.0,2022-05-26T20:46:17Z,2022-03-20T06:39:45Z,2020-04-04T14:52:05Z,11.0,14.0,Udacity Machine Learning Engineer Nanodegree,False,Jupyter Notebook
11362,75964,75977,ScottPlot/ScottPlot,"['chart', 'charting', 'charts', 'data-visualization', 'graphics', 'plot', 'plotting', 'visualization']",13.0,13.0,2022-06-03T16:11:36Z,2022-06-03T22:49:32Z,2018-01-04T03:34:45Z,344.0,2162.0,Interactive Plotting Library for .NET,False,C#
11363,75968,75981,teamsempo/SempoBlockchain,[],13.0,13.0,2022-06-03T23:58:40Z,2022-05-30T05:04:39Z,2019-08-19T07:39:28Z,18.0,33.0,"Sempo crypto financial inclusion infrastructure with USSD, Android and NFC Payments",False,Python
11364,75999,76012,BritishGeologicalSurvey/geopandas-demo,[],0.0,0.0,2020-05-07T22:28:52Z,2022-05-16T21:57:35Z,2018-07-06T15:25:47Z,10.0,24.0,"Demonstration of GeoPandas for doing GIS in Python, using UK earthquake catalogue as an example.",False,Jupyter Notebook
11365,76032,76045,jonathontoon/tweet-tray,"['electron', 'react', 'redux', 'styled-components', 'tweet', 'twitter']",18.0,18.0,2020-10-07T06:59:06Z,2022-05-13T15:05:04Z,2018-01-27T05:18:02Z,29.0,280.0,Tweet quickly from the desktop without any  distractions.,False,JavaScript
11366,76037,76050,ImperialCollegeLondon/covid19model,"['bayesian-statistics', 'branching-process', 'covid-19', 'intervention-study', 'probabilistic-models', 'renewal-process', 'statistical-computing', 'statistical-inference', 'statistical-models']",18.0,18.0,2021-03-29T23:49:58Z,2022-05-24T09:29:05Z,2020-03-26T22:35:45Z,265.0,938.0,Code for modelling estimated deaths and cases for COVID19. ,False,Stan
11367,76049,76062,vuejs/vuefire,"['database', 'firebase', 'firestore', 'realtime', 'vue', 'vuex']",58.0,58.0,2022-06-02T21:19:27Z,2022-05-31T18:57:09Z,2016-01-07T22:57:53Z,274.0,3257.0,🔥 Firebase bindings for Vue.js & Vuex,False,TypeScript
